"player","points","cells","social_info","unique_rounds","env_number","age","gender","soc_info_round","participantNr","gempresent","round","tot_points","attempt_refresh","gem","trial","group","cell","x","y","uniqueID","choice","round_gem_found","gem_found_how","gem_found","copy","social_info_use","performance_group","performance_group_f","demonstrator","demo_type","p_value_rand","mean_points","sd_points","z","gem_cell","gemlabel","remain_gem","demo_quality","demo_quality_f","age_f","treatment"
1,13,15,30,1,11,13,1,376,30009,1,1,760,0,0,1,"adolescents",14,6,1,1,14,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-0.297577230728471,21,"gem present",NA,"medium","medium","adolescents","ado_medium"
1,14,15,30,1,11,13,1,376,30009,1,1,760,0,0,2,"adolescents",14,6,1,1,14,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-0.280475091031433,21,"gem present",NA,"medium","medium","adolescents","ado_medium"
1,-1,15,30,1,11,13,1,376,30009,1,1,760,0,0,3,"adolescents",14,6,1,1,14,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-0.537007186487011,21,"gem present",NA,"medium","medium","adolescents","ado_medium"
1,265,22,30,1,11,13,1,376,30009,1,1,760,0,1,4,"adolescents",21,5,2,1,21,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,4.01216197292525,21,"gem present",NA,"medium","medium","adolescents","ado_medium"
1,31,32,30,1,11,13,1,376,30009,1,1,760,0,0,5,"adolescents",31,7,3,1,31,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.0102612838182232,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,4,19,30,1,11,13,1,376,30009,1,1,760,0,0,6,"adolescents",18,2,2,1,18,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-0.451496488001818,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,17,32,28,1,11,13,1,376,30009,1,1,760,0,0,7,"adolescents",31,7,3,1,31,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-0.229168671940317,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,-17,36,19,1,11,13,1,376,30009,1,1,760,0,0,8,"adolescents",35,3,4,1,35,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-0.810641421639628,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,-8,30,19,1,11,13,1,376,30009,1,1,760,0,0,9,"adolescents",29,5,3,1,29,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-0.656722164366281,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,0,20,19,1,11,13,1,376,30009,1,1,760,0,0,10,"adolescents",19,3,2,1,19,4,"explore",1,1,"copy",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-0.519905046789973,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,-39,48,35,1,11,13,1,376,30009,1,1,760,0,0,11,"adolescents",47,7,5,1,47,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-1.18688849497448,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,-31,53,36,1,11,13,1,376,30009,1,1,760,0,0,12,"adolescents",52,4,6,1,52,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-1.05007137739817,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,50,4,36,1,11,13,1,376,30009,1,1,760,0,0,13,"adolescents",3,3,0,1,3,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.335201938061956,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,49,4,36,1,11,13,1,376,30009,1,1,760,0,0,14,"adolescents",3,3,0,1,3,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.318099798364917,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,57,4,36,1,11,13,1,376,30009,1,1,760,0,0,15,"adolescents",3,3,0,1,3,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.454916915941226,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,55,4,36,1,11,13,1,376,30009,1,1,760,0,0,16,"adolescents",3,3,0,1,3,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.420712636547149,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,-34,26,36,1,11,13,1,376,30009,1,1,760,0,0,17,"adolescents",25,1,3,1,25,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-1.10137779648928,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,-18,42,36,1,11,13,1,376,30009,1,1,760,0,0,18,"adolescents",41,1,5,1,41,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,-0.827743561336667,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,50,64,36,1,11,13,1,376,30009,1,1,760,0,0,19,"adolescents",63,7,7,1,63,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.335201938061956,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,50,64,36,1,11,13,1,376,30009,1,1,760,0,0,20,"adolescents",63,7,7,1,63,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.335201938061956,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,50,64,36,1,11,13,1,376,30009,1,1,760,0,0,21,"adolescents",63,7,7,1,63,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.335201938061956,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,52,64,36,1,11,13,1,376,30009,1,1,760,0,0,22,"adolescents",63,7,7,1,63,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.369406217456033,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,51,64,36,1,11,13,1,376,30009,1,1,760,0,0,23,"adolescents",63,7,7,1,63,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.352304077758995,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,48,64,36,1,11,13,1,376,30009,1,1,760,0,0,24,"adolescents",63,7,7,1,63,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.300997658667879,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,52,64,36,1,11,13,1,376,30009,1,1,760,0,0,25,"adolescents",63,7,7,1,63,4,"explore",1,0,"ignore",2,"medium",376,"gem_not_found",0.000000000000000000000000000991435961934372,30.4,58.4722156241749,0.369406217456033,21,"gem present",0,"medium","medium","adolescents","ado_medium"
1,-60,18,16,2,8,13,1,1639,30009,1,2,543,0,0,1,"adolescents",17,1,2,1,18,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,-2.40643512539753,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,17,30,41,2,8,13,1,1639,30009,1,2,543,0,0,2,"adolescents",29,5,3,1,30,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,-0.138991358197214,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,3,41,5,2,8,13,1,1639,30009,1,2,543,0,0,3,"adolescents",40,0,5,1,41,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,-0.551253861324544,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,13,46,9,2,8,13,1,1639,30009,1,2,543,0,0,4,"adolescents",45,5,5,1,46,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,-0.256780644805023,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,11,46,9,2,8,13,1,1639,30009,1,2,543,0,0,5,"adolescents",45,5,5,1,46,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,-0.315675288108927,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,-49,64,9,2,8,13,1,1639,30009,1,2,543,0,0,6,"adolescents",63,7,7,1,64,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,-2.08251458722606,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,-57,40,9,2,8,13,1,1639,30009,1,2,543,0,0,7,"adolescents",39,7,4,1,40,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,-2.31809316044167,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,36,52,9,2,8,13,1,1639,30009,1,2,543,0,0,8,"adolescents",51,3,6,1,52,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.420507753189877,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,37,52,9,2,8,13,1,1639,30009,1,2,543,0,0,9,"adolescents",51,3,6,1,52,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.449955074841829,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,37,52,16,2,8,13,1,1639,30009,1,2,543,0,0,10,"adolescents",51,3,6,1,52,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.449955074841829,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,36,52,16,2,8,13,1,1639,30009,1,2,543,0,0,11,"adolescents",51,3,6,1,52,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.420507753189877,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,36,52,16,2,8,13,1,1639,30009,1,2,543,0,0,12,"adolescents",51,3,6,1,52,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.420507753189877,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,22,14,16,2,8,13,1,1639,30009,1,2,543,0,0,13,"adolescents",13,5,1,1,14,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.00824525006254664,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,7,14,16,2,8,13,1,1639,30009,1,2,543,0,0,14,"adolescents",13,5,1,1,14,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,-0.433464574716736,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,51,28,16,2,8,13,1,1639,30009,1,2,543,0,0,15,"adolescents",27,3,3,1,28,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.862217577969159,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,59,28,45,2,8,13,1,1639,30009,1,2,543,0,0,16,"adolescents",27,3,3,1,28,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,1.09779615118478,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,57,28,20,2,8,13,1,1639,30009,1,2,543,0,0,17,"adolescents",27,3,3,1,28,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,1.03890150788087,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,59,28,1,2,8,13,1,1639,30009,1,2,543,0,0,18,"adolescents",27,3,3,1,28,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,1.09779615118478,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,49,28,7,2,8,13,1,1639,30009,1,2,543,0,0,19,"adolescents",27,3,3,1,28,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.803322934665255,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,51,28,16,2,8,13,1,1639,30009,1,2,543,0,0,20,"adolescents",27,3,3,1,28,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.862217577969159,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,-7,43,16,2,8,13,1,1639,30009,1,2,543,0,0,21,"adolescents",42,2,5,1,43,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,-0.845727077844066,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,37,35,39,2,8,13,1,1639,30009,1,2,543,0,0,22,"adolescents",34,2,4,1,35,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.449955074841829,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,28,35,60,2,8,13,1,1639,30009,1,2,543,0,0,23,"adolescents",34,2,4,1,35,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.18492917997426,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,37,35,35,2,8,13,1,1639,30009,1,2,543,0,0,24,"adolescents",34,2,4,1,35,NA,NA,0,1,"copy",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.449955074841829,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,33,35,16,2,8,13,1,1639,30009,1,2,543,0,0,25,"adolescents",34,2,4,1,35,NA,NA,0,0,"ignore",2,"medium",1639,"never_exploit_gem",0.000000000000000000000000000991435961934372,21.72,33.9589458022477,0.33216578823402,NA,"gem present",NA,"worst","worst","adolescents","ado_worst"
1,3,49,27,3,10,13,1,795,30009,1,3,615,0,0,1,"adolescents",48,0,6,1,48,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,-0.620870827033446,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,-57,33,27,3,10,13,1,795,30009,1,3,615,0,0,2,"adolescents",32,0,4,1,32,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,-2.34551201323746,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,-11,53,27,3,10,13,1,795,30009,1,3,615,0,0,3,"adolescents",52,4,6,1,52,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,-1.02328710381438,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,-15,30,27,3,10,13,1,795,30009,1,3,615,0,0,4,"adolescents",29,5,3,1,29,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,-1.13826318289465,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,35,20,27,3,10,13,1,795,30009,1,3,615,0,0,5,"adolescents",19,3,2,1,19,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.298937805608696,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,36,20,27,3,10,13,1,795,30009,1,3,615,0,0,6,"adolescents",19,3,2,1,19,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.327681825378763,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,36,20,27,3,10,13,1,795,30009,1,3,615,0,0,7,"adolescents",19,3,2,1,19,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.327681825378763,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,50,35,27,3,10,13,1,795,30009,1,3,615,0,0,8,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.730098102159701,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,51,35,27,3,10,13,1,795,30009,1,3,615,0,0,9,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.758842121929767,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,49,35,27,3,10,13,1,795,30009,1,3,615,0,0,10,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.701354082389633,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,51,35,22,3,10,13,1,795,30009,1,3,615,0,0,11,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.758842121929767,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,51,35,30,3,10,13,1,795,30009,1,3,615,0,0,12,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.758842121929767,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,49,35,46,3,10,13,1,795,30009,1,3,615,0,0,13,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.701354082389633,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,49,35,46,3,10,13,1,795,30009,1,3,615,0,0,14,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.701354082389633,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,51,35,22,3,10,13,1,795,30009,1,3,615,0,0,15,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.758842121929767,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,51,35,45,3,10,13,1,795,30009,1,3,615,0,0,16,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.758842121929767,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,50,35,45,3,10,13,1,795,30009,1,3,615,0,0,17,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.730098102159701,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,52,35,45,3,10,13,1,795,30009,1,3,615,0,0,18,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.787586141699834,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,49,35,45,3,10,13,1,795,30009,1,3,615,0,0,19,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.701354082389633,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,50,35,45,3,10,13,1,795,30009,1,3,615,0,0,20,"adolescents",34,2,4,1,34,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.730098102159701,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,-16,15,45,3,10,13,1,795,30009,1,3,615,0,0,21,"adolescents",14,6,1,1,14,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,-1.16700720266472,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,-1,47,45,3,10,13,1,795,30009,1,3,615,0,0,22,"adolescents",46,6,5,1,46,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,-0.735846906113714,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,-29,10,45,3,10,13,1,795,30009,1,3,615,0,0,23,"adolescents",9,1,1,1,9,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,-1.54067945967559,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,-46,4,45,3,10,13,1,795,30009,1,3,615,0,0,24,"adolescents",3,3,0,1,3,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,-2.02932779576673,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,27,51,45,3,10,13,1,795,30009,1,3,615,0,0,25,"adolescents",50,2,6,1,50,NA,NA,0,0,"ignore",2,"medium",795,"gem_found",0.000000000000000000000000000991435961934372,24.6,34.7898452617044,0.0689856474481606,NA,"gem present",NA,"best","best","adolescents","ado_best"
1,15,11,61,4,1,13,1,921,30009,0,4,412,0,0,1,"adolescents",10,2,1,1,10,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,-0.0461990467284458,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,-20,36,27,4,1,13,1,921,30009,0,4,412,0,0,2,"adolescents",35,3,4,1,35,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,-1.13874407071196,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,12,22,31,4,1,13,1,921,30009,0,4,412,0,0,3,"adolescents",21,5,2,1,21,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,-0.13984576306989,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,-21,26,38,4,1,13,1,921,30009,0,4,412,0,0,4,"adolescents",25,1,3,1,25,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,-1.16995964282578,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,43,46,39,4,1,13,1,921,30009,0,4,412,0,0,5,"adolescents",45,5,5,1,45,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.827836972458366,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,31,46,47,4,1,13,1,921,30009,0,4,412,0,0,6,"adolescents",45,5,5,1,45,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.453250107092589,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,34,46,14,4,1,13,1,921,30009,0,4,412,0,0,7,"adolescents",45,5,5,1,45,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.546896823434034,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,30,46,11,4,1,13,1,921,30009,0,4,412,0,0,8,"adolescents",45,5,5,1,45,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.422034534978775,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,38,46,11,4,1,13,1,921,30009,0,4,412,0,0,9,"adolescents",45,5,5,1,45,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.671759111889292,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,27,7,11,4,1,13,1,921,30009,0,4,412,0,0,10,"adolescents",6,6,0,1,6,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.328387818637331,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,18,7,11,4,1,13,1,921,30009,0,4,412,0,0,11,"adolescents",6,6,0,1,6,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.0474476696129983,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,-20,51,11,4,1,13,1,921,30009,0,4,412,0,0,12,"adolescents",50,2,6,1,50,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,-1.13874407071196,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,41,42,11,4,1,13,1,921,30009,0,4,412,0,0,13,"adolescents",41,1,5,1,41,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.765405828230736,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,24,42,11,4,1,13,1,921,30009,0,4,412,0,0,14,"adolescents",41,1,5,1,41,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.234741102295887,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,-22,63,11,4,1,13,1,921,30009,0,4,412,0,0,15,"adolescents",62,6,7,1,62,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,-1.20117521493959,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,-7,1,11,4,1,13,1,921,30009,0,4,412,0,0,16,"adolescents",0,0,0,1,0,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,-0.732941633232369,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,48,2,11,4,1,13,1,921,30009,0,4,412,0,0,17,"adolescents",1,1,0,1,1,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.983914833027439,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,50,2,11,4,1,13,1,921,30009,0,4,412,0,0,18,"adolescents",1,1,0,1,1,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,1.04634597725507,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
1,48,2,11,4,1,13,1,921,30009,0,4,412,0,0,19,"adolescents",1,1,0,1,1,NA,NA,0,0,"ignore",2,"medium",921,"no_gem",0.000000000000000000000000000991435961934372,16.48,32.0352930375235,0.983914833027439,NA,"gem absent",NA,"medium","medium","adolescents","ado_medium"
